id	name	direction	gpr	pathway	enzyme	equation	reference
rxn05039[c0]	pyrimidine phosphatase c0	>		Riboflavin, FMN, and FAD Metabolism	|3.1.3.-|	cpd00001[c0] + cpd02720[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd02882[c0] 	 
rxn02269[c0]	S-3-methyl-2-oxopentanoate NAD 2-oxidoreductase c0	>	kb|g.575.peg.1259	None	|1.2.1.25|	cpd00010[c0] + cpd00003[c0] + cpd00508[c0]  -> cpd00011[c0] + cpd00004[c0] + cpd00760[c0] 	 
rxn03891[c0]	trans-hexaprenyltranstransferase c0	=	kb|g.575.peg.45	Polyprenyl Diphosphate Biosynthesis	|2.5.1.30|	cpd00113[c0] + cpd00906[c0]  <=> cpd00012[c0] + cpd02590[c0] 	 
rxn01256[c0]	Chorismate pyruvatemutase c0	>		Chorismate Synthesis; Phenylalanine Synthesis	5.4.99.5	cpd00216[c0]  -> cpd00219[c0] 	 
rxn00102[c0]	Carbonic acid hydro-lyase c0	>	kb|g.575.peg.1299 or kb|g.575.peg.49	CO2 Uptake, Carboxysome	|4.2.1.1|	cpd00011[c0] + cpd00001[c0]  -> cpd00067[c0] + cpd00242[c0] 	 
rxn09562[c0]	guanylate kinase GMP dATP c0	>		Purine Conversions	|2.7.4.8|	cpd00115[c0] + cpd00126[c0]  -> cpd00177[c0] + cpd00031[c0] 	 
rxn01972[c0]	N6-Acetyl-LL-2 6-diaminoheptanedioate amidohydrolase c0	>		Lysine Biosynthesis DAP Pathway	|3.5.1.47|	cpd00001[c0] + cpd02685[c0]  -> cpd00029[c0] + cpd00504[c0] 	 
rxn05513[c0]	calcium efflux via ABC system c0	>	kb|g.575.peg.510 or kb|g.575.peg.720	Transport		cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00063[e0]  -> cpd00001[c0] + cpd00002[c0] + cpd00063[c0] 	 
rxn03537[c0]	Adenosyl cobinamide phosphate guanyltransferase c0	>		Coenzyme B12 Biosynthesis	|2.7.7.62|	cpd00067[c0] + cpd00038[c0] + cpd03919[c0]  -> cpd00012[c0] + cpd03920[c0] 	 
rxn03030[c0]	Acetyl-CoA L-2 3 4 5-tetrahydrodipicolinate N2-acetyltransferase c0	>	kb|g.575.peg.350	Lysine Biosynthesis DAP Pathway	|2.3.1.89|	cpd00022[c0] + cpd00001[c0] + cpd02465[c0]  -> cpd00010[c0] + cpd03289[c0] 	 
rxn00119[c0]	ATP nucleoside-phosphate phosphotransferase c0	>	kb|g.575.peg.385	None	|2.7.4.4|2.7.4.14|2.7.4.22|2.7.4.-|	cpd00002[c0] + cpd00091[c0]  -> cpd00008[c0] + cpd00014[c0] 	 
rxn01265[c0]	Nicotinate D-ribonucleotide pyrophosphate phosphoribosyltransferase c0	>		NAD/NADP Cofactor Biosynthesis	|2.4.2.11|	cpd00067[c0] + cpd00218[c0] + cpd00103[c0]  -> cpd00012[c0] + cpd00873[c0] 	 
rxn03919[c0]	D-glycero-D-manno-heptose 1 7-bisphosphate phosphatase c0	>	(kb|g.575.peg.359 and kb|g.575.peg.1170 and kb|g.575.peg.590)	LOS Core Oligosaccharide Biosynthesis	|3.1.-.-|	cpd00001[c0] + cpd08316[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd04920[c0] 	 
rxn01068[c0]	L-Threonine NAD oxidoreductase c0	>		Threonine Degradation; Glycine Biosynthesis	1.1.1.103	cpd00161[c0] + cpd00003[c0]  -> cpd00067[c0] + cpd00004[c0] + cpd02211[c0] 	 
rxn05384[c0]	3-methylbutanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	>	kb|g.575.peg.1211	Fatty Acid Biosynthesis	|2.3.1.0|	cpd00067[c0] + cpd11492[c0] + cpd11520[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11521[c0] 	 
rxn02831[c0]	O-Succinylbenzoate CoA ligase AMP-forming c0	=		Menaquinone and Phylloquinone Biosynthesis	6.2.1.26	cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd01772[c0]  <=> cpd00012[c0] + cpd00018[c0] + cpd02021[c0] 	 
rxn11650[c0]	cobIIyrinic acid-a c-diamide FMN oxidoreductase c0	<	kb|g.575.peg.115	Coenzyme B12 Biosynthesis	|1.16.8.1|	2 cpd03914[c0] + cpd01270[c0]  -> 2 cpd00067[c0] + cpd00050[c0] + 2 cpd03915[c0] 	 
rxn00137[c0]	Adenosine 3' 5'-bisphosphate 3'2'-phosphohydrolase c0	>		Inorganic Sulfur Assimilation	3.1.3.7	cpd00001[c0] + cpd00045[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00018[c0] 	 
rxn03150[c0]	alpha-ribazole 5-phosphate phosphatase c0	>		Coenzyme B12 Biosynthesis	|3.1.3.73|	cpd00001[c0] + cpd02904[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd03423[c0] 	 
rxn00172[c0]	Acetate CoA ligase ADP-forming c0	>	kb|g.575.peg.253	Pyruvate Metabolism II: Acetyl-CoA, Acetogenesis from Pyruvate	|6.2.1.13|	cpd00010[c0] + cpd00029[c0] + cpd00002[c0]  -> cpd00022[c0] + cpd00009[c0] + cpd00008[c0] 	 
rxn00917[c0]	Xanthosine-5'-phosphate L-glutamine amido-ligase AMP-forming c0	>	(kb|g.575.peg.894 and kb|g.575.peg.1445)	Purine Conversions	6.3.5.2	cpd00001[c0] + cpd00002[c0] + cpd00053[c0] + cpd00497[c0]  -> cpd00067[c0] + cpd00012[c0] + cpd00023[c0] + cpd00018[c0] + cpd00126[c0] 	 
rxn00274[c0]	Succinyl-CoA glycine C-succinyl-transferasedecarboxylating c0	>	kb|g.575.peg.1574	Glycine and Serine Utilization; Threonine Degradation; Glycine Biosynthesis	2.3.1.29|2.3.1.37	cpd00010[c0] + cpd02211[c0]  -> cpd00022[c0] + cpd00033[c0] 	 
rxn05400[c0]	11-methyl-dodecanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	>	kb|g.575.peg.1211	Fatty Acid Biosynthesis	|2.3.1.0|	cpd00067[c0] + cpd11492[c0] + cpd11536[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11537[c0] 	 
rxn03540[c0]	adenosylcobyric acid synthase glutamine-hydrolysing c0	<	kb|g.575.peg.1215	Coenzyme B12 Biosynthesis	|6.3.5.10|	4 cpd00001[c0] + 4 cpd00002[c0] + 4 cpd00053[c0] + cpd03916[c0]  -> 4 cpd00067[c0] + 4 cpd00009[c0] + 4 cpd00008[c0] + 4 cpd00023[c0] + cpd03917[c0] 	 
rxn01538[c0]	ATP thiamine phosphotransferase c0	>		Thiamin Biosynthesis	2.7.1.89	cpd00002[c0] + cpd00305[c0]  -> cpd00008[c0] + cpd00793[c0] 	 
rxn05404[c0]	13-methyl-tetra-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	>	kb|g.575.peg.1211	Fatty Acid Biosynthesis	|2.3.1.0|	cpd00067[c0] + cpd11492[c0] + cpd11540[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11541[c0] 	 
rxn05392[c0]	7-methyl-octanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	>	kb|g.575.peg.1211	Fatty Acid Biosynthesis	|2.3.1.0|	cpd00067[c0] + cpd11492[c0] + cpd11528[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11529[c0] 	 
rxn05367[c0]	6-methyl-octanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	>	kb|g.575.peg.1211	Fatty Acid Biosynthesis	|2.3.1.0|	cpd00067[c0] + cpd11492[c0] + cpd11503[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11504[c0] 	 
rxn03408[c0]	UDP-N-acetylglucosamine-N-acetylmuramyl-pentapeptidepyrophosphoryl-undecaprenol N-acetylglucosamine transferase c0	>	kb|g.575.peg.403	Peptidoglycan Biosynthesis	|2.4.1.227|	cpd00037[c0] + cpd03494[c0]  -> cpd00014[c0] + cpd03495[c0] 	 
rxn06729[c0]	R-3-Hydroxytetradecanoly-acyl-carrier-protein UDP-N-acetyl- c0	>	kb|g.575.peg.350	KDO2-Lipid A Biosynthesis	2.3.1.129	cpd00037[c0] + cpd11484[c0]  -> cpd11493[c0] + cpd02886[c0] 	 
rxn00470[c0]	L-Ornithine carboxy-lyase c0	>		Polyamine Metabolism; Arginine and Ornithine Degradation	4.1.1.17	cpd00067[c0] + cpd00064[c0]  -> cpd00011[c0] + cpd00118[c0] 	 
rxn06023[c0]	CoA apo-acyl-carrier-protein pantetheinephosphotransferase c0	>		Fatty Acid Biosynthesis	2.7.8.7	cpd00010[c0] + cpd12370[c0]  -> cpd11493[c0] + cpd00045[c0] 	 
rxn00086[c0]	glutathione NADP oxidoreductase c0	>	kb|g.575.peg.1332	Glutathione: Redox Cycle	1.6.4.2|1.8.1.7	cpd00067[c0] + cpd00005[c0] + cpd00111[c0]  -> cpd00006[c0] + 2 cpd00042[c0] 	 
rxn03086[c0]	Acetyl-L L-diaminopimelate aminotransferase c0	>	kb|g.575.peg.1072	Lysine Biosynthesis DAP Pathway	|2.6.1.-|	cpd00023[c0] + cpd03289[c0]  -> cpd00024[c0] + cpd02685[c0] 	 
rxn00541[c0]	L-Threonine acetaldehyde-lyase c0	>		Threonine Degradation; Glycine Biosynthesis	4.1.2.5	cpd00161[c0]  -> cpd00033[c0] + cpd00071[c0] 	 
rxn01332[c0]	Phosphoenolpyruvate D-erythrose-4-phosphate c0	>	kb|g.575.peg.1528	Chorismate Synthesis	2.5.1.54|4.1.2.15	cpd00001[c0] + cpd00061[c0] + cpd00236[c0]  -> cpd00067[c0] + cpd02857[c0] + cpd00009[c0] 	 
rxn03904[c0]	UDPMurAcoyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala undecaprenyl- c0	>	kb|g.575.peg.1423	Peptidoglycan Biosynthesis	2.7.8.13	cpd00286[c0] + cpd02968[c0]  -> cpd00091[c0] + cpd03494[c0] 	 
rxn08618[c0]	glucosyltransferase I LPS core synthesis c0	>	kb|g.575.peg.1293	LOS core oligosaccharide biosynthesis	|2.4.1.-|	cpd00026[c0] + cpd15489[c0]  -> cpd00014[c0] + cpd15479[c0] 	 
rxn00833[c0]	5'-Inosinate phosphoribohydrolase c0	>		None	|3.2.2.12|	cpd00101[c0] + cpd00226[c0]  -> cpd00001[c0] + cpd00114[c0] 	 
rxn01258[c0]	Chorismate hydroxymutase c0	=		Menaquinone and Phylloquinone Biosynthesis	|5.4.4.2|5.4.99.6|	cpd00216[c0]  <=> cpd00658[c0] 	 
rxn00611[c0]	sn-Glycerol-3-phosphate NAD 2-oxidoreductase c0	=	kb|g.575.peg.225	Isoprenoid Biosynthesis; Archaeal Lipids	|1.1.1.8|1.1.1.94|1.1.1.261|	cpd00067[c0] + cpd00004[c0] + cpd00095[c0]  -> cpd00003[c0] + cpd00080[c0] 	 
rxn00122[c0]	ATP FMN adenylyltransferase c0	>		Riboflavin, FMN, and FAD Metabolism	2.7.7.2	cpd00002[c0] + cpd00050[c0]  -> cpd00012[c0] + cpd00015[c0] 	 
rxn01117[c0]	D-Arabinose-5-phosphate ketol-isomerase c0	>	kb|g.575.peg.1016	KDO2-Lipid A Biosynthesis	5.3.1.13	cpd00171[c0]  -> cpd00817[c0] 	 
rxn04675[c0]	isochorismate 2-oxoglutarate cyclodienyltransferasedecarboxylating c0	>		None	|2.5.1.64|4.1.1.71 / 4.1.3.-|	cpd00011[c0] + cpd00020[c0] + cpd03451[c0]  -> cpd00067[c0] + cpd00024[c0] + cpd00658[c0] 	 
rxn05735[c0]	aldehyde dehydrogenase aminoacetaldehyde NAD c0	>	kb|g.575.peg.1487	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)		cpd00001[c0] + cpd00003[c0] + cpd04122[c0]  -> 2 cpd00067[c0] + cpd00004[c0] + cpd00033[c0] 	 
rxn02929[c0]	2 3 4 5-Tetrahydrodipicolinate NADP oxidoreductase c0	>	kb|g.575.peg.923	Lysine Biosynthesis DAP Pathway	1.3.1.26	cpd00067[c0] + cpd00005[c0] + cpd02120[c0]  -> cpd00006[c0] + cpd02465[c0] 	 
rxn05375[c0]	10-methyl-dodecanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	>	kb|g.575.peg.1211	Fatty Acid Biosynthesis	|2.3.1.0|	cpd00067[c0] + cpd11492[c0] + cpd11511[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11512[c0] 	 
rxn09128[c0]	Phospholipase A1 phosphatidate n-C18 0 periplasm c0	>	kb|g.575.peg.276	Triacylglycerol Metabolism	|3.1.1.32|	cpd00067[c0] + cpd01080[c0] + cpd15358[c0]  -> cpd00001[c0] + cpd15526[c0] 	 
rxn05363[c0]	4-methyl-hexanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	>	kb|g.575.peg.1211	Fatty Acid Biosynthesis	|2.3.1.0|	cpd00067[c0] + cpd11492[c0] + cpd11499[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11500[c0] 	 
rxn02898[c0]	O-Succinylbenzoyl-CoA 1 4-dihydroxy-2-naphthoate-lyase c0	>		Menaquinone and Phylloquinone Biosynthesis	4.1.3.36	cpd00010[c0] + cpd02295[c0]  -> cpd02021[c0] 	 
rxn03538[c0]	Adenosylcobalamin 5'-phosphate synthase c0	>	kb|g.575.peg.938	Coenzyme B12 Biosynthesis; Heme and Siroheme Biosynthesis	|2.7.8.26|	cpd03920[c0] + cpd03423[c0]  -> cpd00126[c0] + cpd00166[c0] 	 
rxn08349[c0]	2 3-diketo-5-methylthio-1-phosphopentane degradation reaction c0	>		None		3 cpd00001[c0] + 2 cpd00003[c0] + cpd11295[c0]  -> 5 cpd00067[c0] + cpd00009[c0] + cpd00047[c0] + 2 cpd00004[c0] + cpd00869[c0] 	 
rxn05023[c0]	rxn05023 c0	>		None	|3.1.2.-|	cpd00001[c0] + cpd11217[c0]  -> cpd00067[c0] + cpd00010[c0] + cpd02295[c0] 	 
rxn00471[c0]	L-Ornithine ammonia-lyasecyclizing c0	>		Threonine Degradation; Arginine and Ornithine Degradation	|4.3.1.12|	cpd00064[c0]  -> cpd00067[c0] + cpd00013[c0] + cpd00129[c0] 	 
rxn09429[c0]	fatty acid synthase n-C18 0 c0	>		None	|2.3.1.85|	3 cpd00067[c0] + 2 cpd00005[c0] + cpd00214[c0] + cpd00070[c0]  -> cpd00011[c0] + cpd00010[c0] + cpd00001[c0] + 2 cpd00006[c0] + cpd01080[c0] 	 
rxn00346[c0]	L-Aspartate 1-carboxy-lyase c0	>		Coenzyme A Biosynthesis	4.1.1.11|4.1.1.15	cpd00067[c0] + cpd00041[c0]  -> cpd00011[c0] + cpd00085[c0] 	 
rxn00351[c0]	gamma-L-Glutamyl-L-cysteine glycine ligase ADP-forming c0	>	kb|g.575.peg.1600	Glutathione Biosynthesis	6.3.2.3	cpd00002[c0] + cpd00033[c0] + cpd00506[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00042[c0] 	 
rxn01791[c0]	R-Pantoate beta-alanine ligase AMP-forming c0	>	kb|g.575.peg.87	Coenzyme A Biosynthesis	6.3.2.1	cpd00002[c0] + cpd00408[c0] + cpd00085[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd00644[c0] 	 
rxn01501[c0]	R-Mevalonate NADP oxidoreductase CoA acylating c0	>	kb|g.575.peg.87	Isoprenoid Biosynthesis; Archaeal Lipids	|1.1.1.34|	2 cpd00067[c0] + 2 cpd00005[c0] + cpd00292[c0]  -> cpd00010[c0] + 2 cpd00006[c0] + cpd00332[c0] 	 
rxn00250[c0]	Pyruvate carbon-dioxide ligase ADP-forming c0	>	kb|g.575.peg.340 and kb|g.575.peg.341	Pyruvate Metabolism I: Anaplerotic Reactions, PEP	|6.4.1.1|	cpd00002[c0] + cpd00242[c0] + cpd00020[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00032[c0] + cpd00008[c0] 	 
rxn00646[c0]	L-Glutamate L-cysteine gamma-ligase ADP-forming c0	>	kb|g.575.peg.437	Glutathione Biosynthesis	6.3.2.2	cpd00002[c0] + cpd00023[c0] + cpd00084[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00506[c0] 	 
rxn05466[c0]	Ammonia transport via diffusion c0	>	(kb|g.575.peg.68 and kb|g.575.peg.65)	Transport		cpd00013[e0]  -> cpd00013[c0] 	 
rxn09433[c0]	fatty acid synthase n-C16 0 c0	>		None	|2.3.1.85|	3 cpd00067[c0] + 2 cpd00005[c0] + cpd03847[c0] + cpd00070[c0]  -> cpd00011[c0] + cpd00010[c0] + cpd00001[c0] + 2 cpd00006[c0] + cpd00214[c0] 	 
rxn05287[c0]	GGTT c0	>	kb|g.575.peg.45	Polyprenyl Diphosphate Biosynthesis		cpd00113[c0] + cpd00289[c0]  -> cpd00012[c0] + cpd02591[c0] 	 
rxn11703[c0]	2-succinyl-6-hydroxy-2 4-cyclohexadiene-1-carboxylate synthase c0	>		Menaquinone and Phylloquinone Biosynthesis	|4.2.99.20|	cpd16335[c0]  -> cpd00020[c0] + cpd03451[c0] 	 
rxn05108[c0]	2-keto-4-methylthiobutyrate transamination c0	>	kb|g.575.peg.1527	Methionine Salvage	|2.6.1.5|2.6.1.57|	cpd00023[c0] + cpd00869[c0]  -> cpd00060[c0] + cpd00024[c0] 	 
rxn11702[c0]	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate c0	>		Menaquinone and Phylloquinone Biosynthesis	|2.2.1.9|	cpd00067[c0] + cpd00024[c0] + cpd00658[c0]  -> cpd00011[c0] + cpd16335[c0] 	 
rxn05744[c0]	b-ketoacyl synthetase n-C14 0 c0	>		None	|2.3.1.41|	17 cpd00067[c0] + cpd00022[c0] + 12 cpd00005[c0] + 6 cpd00070[c0]  -> 6 cpd00011[c0] + 7 cpd00010[c0] + 5 cpd00001[c0] + 12 cpd00006[c0] + cpd03847[c0] 	 
rxn03892[c0]	PPTT c0	>	kb|g.575.peg.45	Polyprenyl Diphosphate Biosynthesis	|2.5.1.33|	cpd00113[c0] + cpd02591[c0]  -> cpd00012[c0] + cpd00906[c0] 	 
rxn02155[c0]	ATP nicotinamide-nucleotide adenylyltransferase c0	>		NAD/NADP Cofactor Biosynthesis	2.7.7.1|2.7.7.18	cpd00002[c0] + cpd00873[c0]  -> cpd00012[c0] + cpd00638[c0] 	 
rxn00258[c0]	Malonyl-CoA pyruvate carboxyltransferase c0	>		None	|2.1.3.1|	cpd00022[c0] + cpd00032[c0]  -> cpd00020[c0] + cpd00070[c0] 	 
rxn05104[c0]	S-Methyl-5-thio-D-ribulose-1-phosphate hydro-lyase c0	>	kb|g.575.peg.1187	Methionine Salvage	|4.2.1.109|	cpd02791[c0]  -> cpd00001[c0] + cpd11295[c0] 	 
rxn05909[c0]	L-Serine hydro-lyase adding homocysteine c0	>		None	|4.2.1.22|	cpd00239[c0] + cpd00054[c0]  -> cpd00001[c0] + cpd00084[c0] 	 
rxn00157[c0]	Acetyl-CoA formate C-acetyltransferase c0	>	kb|g.575.peg.580	Formate Hydrogenase	2.3.1.54	cpd00010[c0] + cpd00020[c0]  -> cpd00022[c0] + cpd00047[c0] 	 
rxn00178[c0]	Acetyl-CoA acetyl-CoA C-acetyltransferase c0	>	kb|g.575.peg.1212	Branched Chain Amino Acid Degradation Regulons	2.3.1.16|2.3.1.9	2 cpd00022[c0]  -> cpd00010[c0] + cpd00279[c0] 	 
rxn05024[c0]	rxn05024 c0	>		Menaquinone and Phylloquinone Biosynthesis	|4.1.3.36|	cpd00067[c0] + cpd02021[c0]  -> cpd00001[c0] + cpd11217[c0] 	 
rxn00134[c0]	ATP adenosine 5'-phosphotransferase c0	>	kb|g.575.peg.418	Purine Conversions	2.7.1.20|2.7.1.74	cpd00002[c0] + cpd00182[c0]  -> cpd00008[c0] + cpd00018[c0] 	 
EX_cpd00254[e0]	EX Mg e0	=		Exchange		cpd00254[e0] + 0.4748 cpd15000[c0]  <=> 	 
EX_cpd00009[e0]	EX Phosphate e0	=		Exchange		cpd00009[e0] + 1.0733 cpd15000[c0]  <=> 	 
EX_cpd00067[e0]	EX H e0	>		Exchange		cpd00067[e0] + 0.0171 cpd15000[c0]  <=> 	 
EX_cpd00205[e0]	EX K e0	=		Exchange		cpd00205[e0]  <=> 	 
EX_cpd00209[e0]	EX Nitrate e0	>		Exchange		cpd00209[e0] + 0.1264 cpd15000[c0]  <=> 	 
EX_cpd00971[e0]	EX Na e0	>		Exchange		cpd00971[e0]  <=> 	 
EX_cpd00129[e0]	EX L-Proline e0	>		Exchange		cpd00129[e0]  <=> 0.0611 cpd15000[c0] 	 
EX_cpd00210[e0]	EX Taurine e0	>		Exchange		cpd00210[e0]  <=> 	 
EX_cpd00053[e0]	EX L-Glutamine e0	=		Exchange		cpd00053[e0] + 0.1375 cpd15000[c0]  <=> 	 
EX_cpd00540[e0]	EX BET e0	>		Exchange		cpd00540[e0]  <=> 	 
EX_cpd00226[e0]	EX HYXN e0	>		Exchange		cpd00226[e0]  <=> 0.2352 cpd15000[c0] 	 
EX_cpd10515[e0]	EX Fe2 e0	=		Exchange		cpd10515[e0] + 0.0984 cpd15000[c0]  <=> 	 
EX_cpd00099[e0]	EX Cl- e0	=		Exchange		cpd00099[e0]  <=> 	 
EX_cpd00047[e0]	EX Formate e0	=		Exchange		cpd00047[e0] + 0.3249 cpd15000[c0]  <=> 	 
EX_cpd00307[e0]	EX Cytosine e0	>		Exchange		cpd00307[e0]  <=> 0.1709 cpd15000[c0] 	 
EX_cpd15302[c0]	EX glycogenn-1 c0	>		Exchange		cpd15302[c0] + 1.2298 cpd15000[c0]  <=> 	 
EX_cpd00092[e0]	EX Uracil e0	>		Exchange		cpd00092[e0] + 0.0956 cpd15000[c0]  <=> 	 
EX_cpd00149[e0]	EX Co2 e0	=		Exchange		cpd00149[e0]  <=> 	 
EX_cpd00305[e0]	EX Thiamin e0	=		Exchange		cpd00305[e0]  <=> 	 
EX_cpd00073[e0]	EX Urea e0	>		Exchange		cpd00073[e0] + 0.0577 cpd15000[c0]  <=> 	 
EX_cpd10516[e0]	EX fe3 e0	=		Exchange		cpd10516[e0] + 0.0272 cpd15000[c0]  <=> 	 
EX_cpd00001[e0]	EX H2O e0	=		Exchange		cpd00001[e0] + 0.1576 cpd15000[c0]  <=> 	 
EX_cpd00011[e0]	EX CO2 e0	>		Exchange		cpd00011[e0] + 0.4031 cpd15000[c0]  <=> 	 
EX_cpd11416[c0]	EX Biomass c0	>		Exchange		cpd11416[c0]  <=> 	 
EX_cpd00034[e0]	EX Zn2 e0	=		Exchange		cpd00034[e0]  <=> 	 
EX_cpd01741[e0]	EX ddca e0	>		Exchange		cpd01741[e0]  <=> 0.627 cpd15000[c0] 	 
EX_cpd00355[e0]	EX Nicotinamide ribonucleotide e0	=		Exchange		cpd00355[e0] + 0.8661 cpd15000[c0]  <=> 	 
EX_cpd00058[e0]	EX Cu2 e0	=		Exchange		cpd00058[e0]  <=> 	 
EX_cpd00558[e0]	EX Spermine e0	>		Exchange		cpd00558[e0]  <=> 1.2131 cpd15000[c0] 	 
EX_cpd00030[e0]	EX Mn2 e0	=		Exchange		cpd00030[e0]  <=> 	 
EX_cpd00063[e0]	EX Ca2 e0	=		Exchange		cpd00063[e0]  <=> 	 
EX_cpd00655[e0]	EX Dephospho-CoA e0	>		Exchange		cpd00655[e0] + 0.9451 cpd15000[c0]  <=> 	 
EX_cpd15269[e0]	EX octadecenoate e0	=		Exchange		cpd15269[e0]  <=> 	 
EX_cpd03422[e0]	EX Cobinamide e0	>		Exchange		cpd03422[e0]  <=> 	 
EX_cpd01080[e0]	EX ocdca e0	>		Exchange		cpd01080[e0]  <=> 1.1552 cpd15000[c0] 	 
EX_cpd00111[e0]	EX Oxidized glutathione e0	>		Exchange		cpd00111[e0] + 0.6414 cpd15000[c0]  <=> 	 
EX_cpd03847[e0]	EX Myristic acid e0	>		Exchange		cpd03847[e0]  <=> 0.8031 cpd15000[c0] 	 
EX_cpd00013[e0]	EX NH3 e0	=		Exchange		cpd00013[e0]  <=> 0.0618 cpd15000[c0] 	 
EX_cpd01024[e0]	EX_Methane[e0]	>		Exchange		cpd01024[e0]  <=> 0.1107 cpd15000[c0] 	 
EX_cpd11640[e0]	EX_Hydrogen[e0]	<		Exchange		0.0816 cpd15000[c0]  <=> cpd11640[e0] 	 
HdrABC	HdrABC	=	((kb|g.575.peg.825 and kb|g.575.peg.821 and kb|g.575.peg.822 and kb|g.575.peg.823 and kb|g.575.peg.824) or (kb|g.575.peg.1697 and kb|g.575.peg.1692 and kb|g.575.peg.1693 and kb|g.575.peg.1694 and kb|g.575.peg.1695 and kb|g.575.peg.1696)) and ((kb|g.575.peg.1053 and kb|g.575.peg.1054) or (kb|g.575.peg.1155 and kb|g.575.peg.1154))	Methanogenesis		cpd11621[c0] + cpd02935[c0] + 2 cpd11640[c0]  -> 2 cpd00067[c0] + cpd11620[c0] + cpd02246[c0] + cpd02817[c0] 	 
Eha/Ehb	Eha/Ehb	=	(kb|g.575.peg.1448 and kb|g.575.peg.1449 and kb|g.575.peg.1450 and kb|g.575.peg.1451 and kb|g.575.peg.1452 and kb|g.575.peg.1453 and kb|g.575.peg.1454 and kb|g.575.peg.1455 and kb|g.575.peg.1456 and kb|g.575.peg.1457 and kb|g.575.peg.1458 and kb|g.575.peg.1459 and kb|g.575.peg.1460 and kb|g.575.peg.1461 and kb|g.575.peg.1462 and kb|g.575.peg.1463 and kb|g.575.peg.1464 and kb|g.575.peg.1465 and kb|g.575.peg.1466 and kb|g.575.peg.1467) or (kb|g.575.peg.1621 and kb|g.575.peg.1622 and kb|g.575.peg.1623 and kb|g.575.peg.1624 and kb|g.575.peg.1625 and kb|g.575.peg.1626 and kb|g.575.peg.1627 and kb|g.575.peg.1628 and kb|g.575.peg.1629 and kb|g.575.peg.1073 and kb|g.575.peg.1074 and kb|g.575.peg.1469 and kb|g.575.peg.400 and kb|g.575.peg.1153)	Methanogenesis		cpd11621[c0] + 2 cpd00971[e0] + cpd11640[c0]  -> 2 cpd00067[c0] + cpd11620[c0] + 2 cpd00971[c0] 	 
rxn04042[c0]	ADP:D-glucose 6-phosphotransferase	=	kb|g.575.peg.1296	Glycolysis	|2.7.1.147|	cpd00008[c0] + cpd00027[c0]  <=> cpd00079[c0] + cpd00018[c0] 	 
rxn04043[c0]	ADP:D-fructose-6-phosphate 1-phosphotransferase	=	kb|g.575.peg.1296	Glycolysis	|2.7.1.146|	cpd00008[c0] + cpd00072[c0]  <=> cpd00290[c0] + cpd00018[c0] 	 
rxn04026[c0]	Sulfopyruvate carboxy-lyase	>	kb|g.575.peg.411 and kb|g.575.peg.1689	Coenzyme M Biosynthesis	|4.1.1.79|	cpd00067[c0] + cpd03285[c0]  -> cpd00011[c0] + cpd00460[c0] 	 
rxn04934[c0]	(R)-2-hydroxyacid:NAD+ oxidoreductase	=	kb|g.575.peg.1133	Coenzyme M Biosynthesis	|1.1.1.272|	cpd00003[c0] + cpd08367[c0]  <=> cpd00067[c0] + cpd00004[c0] + cpd03285[c0] 	 
rxn04036[c0]	(R)-2-phospho-3-sulfolactate phosphohydrolase	>	kb|g.575.peg.161	Coenzyme M Biosynthesis	|3.1.3.71|	cpd00001[c0] + cpd08366[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd08367[c0] 	 
