Rxn_ID	Rxn_Name	GPR	Subsystem	Formula	Readable_Formula
rxn09448[c0]	fatty-acid--CoA ligase octadecenoate c0	MMP0566	Unsaturated Fatty Acid Biosynthesis; Biotin Biosynthesis	cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd15269[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd15274[c0] 	H[c0] + CoA[c0] + ATP[c0] + octadecenoate[c0]  -> PPi[c0] + AMP[c0] + Octadecenoyl-CoA[c0] 	
rxn03421[c0]	GTP 7 8-8 9-dihydrolase c0	MMP0034	Folate Biosynthesis	cpd03519[c0]  <=> cpd03666[c0] 	2_5-Diaminopyrimidine_nucleoside_triphosphate[c0]  <=> 2_5-Diamino-6-5'-triphosphoryl-3'_4'-trihydroxy-2'-oxopentyl-_amino-4-oxopyrimidine[c0] 	
rxn12635[c0]	aminopeptidase c0	(MMP1204 or MMP1444)	Protein Degradation	cpd00001[c0] + cpd11591[c0]  <=> cpd00060[c0] + cpd00033[c0] 	H2O[c0] + Gly-Met[c0]  <=> L-Methionine[c0] + Glycine[c0] 	
rxn00213[c0]	UTP alpha-D-glucose-1-phosphate uridylyltransferase c0	MMP1091	Sucrose Metabolism	cpd00062[c0] + cpd00089[c0]  <=> cpd00012[c0] + cpd00026[c0] 	UTP[c0] + Glucose-1-phosphate[c0]  <=> PPi[c0] + UDP-glucose[c0] 	
rxn10314[c0]	anteisopentadecanoyl-lipoteichoic acid synthesis n=24 linked N-acetylglucosamine substituted c0	MMP1423	Teichoic and Lipoteichoic Acids Biosynthesis	24 cpd00037[c0] + cpd15753[c0]  <=> 24 cpd00014[c0] + cpd15771[c0] 	24 UDP-N-acetylglucosamine[c0] + Anteisopentadecanoyllipoteichoic_acid_n=24__linked__unsubstituted[c0]  <=> 24 UDP[c0] + Anteisopentadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine[c0] 	
rxn00493[c0]	L-Phenylalanine 2-oxoglutarate aminotransferase c0	(MMP0315 and MMP0316) or (MMP0713 and MMP0714)	Amino Acid Biosynthesis	cpd00024[c0] + cpd00066[c0]  <=> cpd00023[c0] + cpd00143[c0] 	2-Oxoglutarate[c0] + L-Phenylalanine[c0]  <=> L-Glutamate[c0] + Phenylpyruvate[c0] 	
rxn00789[c0]	1-5-Phospho-D-ribosyl-ATP pyrophosphate phosphoribosyl-transferase c0	MMP0947	Histidine Biosynthesis	cpd00002[c0] + cpd00103[c0]  -> cpd00012[c0] + cpd01775[c0] 	ATP[c0] + PRPP[c0]  -> PPi[c0] + Phosphoribosyl-ATP[c0] 	
rxn06077[c0]	L-methionine oxidized-thioredoxin S-oxidoreductase c0	MMP0848	Peptide Methionine Sufoxide Reductase	cpd11420[c0] + cpd00060[c0] + cpd00001[c0]  <=> cpd11421[c0] + cpd01914[c0] 	trdox[c0] + L-Methionine[c0] + H2O[c0]  <=> trdrd[c0] + L-Methionine_S-oxide[c0] 	
rxn02895[c0]	5-Phospho-D-ribosylamine glycine ligase ADP-forming c0	MMP0392	De Novo Purine Biosynthesis	cpd00002[c0] + cpd00033[c0] + cpd01982[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd02394[c0] 	ATP[c0] + Glycine[c0] + 5-Phosphoribosylamine[c0]  -> H[c0] + Phosphate[c0] + ADP[c0] + GAR[c0] 	
rxn09211[c0]	Phosphatidylserine syntase n-C18 1 c0	MMP1171	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	cpd00054[c0] + cpd15420[c0]  -> cpd00067[c0] + cpd00046[c0] + cpd15558[c0] 	L-Serine[c0] + CDP-1_2-dioctadec-11-enoylglycerol[c0]  -> H[c0] + CMP[c0] + phosphatidylserine_dioctadec-11-enoyl[c0] 	
rxn02312[c0]	S-Adenosyl-L-methionine 8-amino-7-oxononanoate aminotransferase c0	MMP0865	Biotin Biosynthesis	cpd00017[c0] + cpd00800[c0]  <=> cpd00764[c0] + cpd02701[c0] 	S-Adenosyl-L-methionine[c0] + 8-Amino-7-oxononanoate[c0]  <=> 7-8-Diaminononanoate[c0] + S-Adenosyl-4-methylthio-2-oxobutanoate[c0] 	
rxn00438[c0]	ATP thiamin-phosphate phosphotransferase c0	MMP1124	Thiamin Biosynthesis	cpd00002[c0] + cpd00793[c0]  <=> cpd00008[c0] + cpd00056[c0] 	ATP[c0] + Thiamine_phosphate[c0]  <=> ADP[c0] + TPP[c0] 	
rxn10474[c0]	cobalt transport in/out via permease no H c0	(MMP0711 or MMP1108)	Transport	cpd00149[c0]  <=> cpd00149[e0] 	Co2[c0]  <=> Co2[e0] 	
rxn01643[c0]	L-Aspartate-4-semialdehyde NADP oxidoreductase phosphorylating c0	MMP1391	Lysine Biosynthesis; Threonine and Homoserine Biosynthesis	cpd00005[c0] + cpd01977[c0]  -> cpd00006[c0] + cpd00009[c0] + cpd00346[c0] 	NADPH[c0] + 4-Phospho-L-aspartate[c0]  -> NADP[c0] + Phosphate[c0] + L-Aspartate4-semialdehyde[c0] 	
rxn09209[c0]	Phosphatidylserine syntase n-C16 1 c0	MMP1171	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	cpd00054[c0] + cpd15418[c0]  -> cpd00067[c0] + cpd00046[c0] + cpd15556[c0] 	L-Serine[c0] + CDP-1_2-dihexadec-9-enoylglycerol[c0]  -> H[c0] + CMP[c0] + phosphatidylserine_dihexadec-9-enoyl[c0] 	
rxn02431[c0]	Formylmethanofuran 5 6 7 8-tetrahydromethanopterin c0	MMP1609	Methanogenesis	cpd00643[c0] + cpd00936[c0]  -> cpd00067[c0] + cpd00895[c0] + cpd00735[c0] 	Methanofuran[c0] + 5-Formyl-H4MPT[c0]  -> H[c0] + H4MPT[c0] + Formylmethanofuran[c0] 	
rxn01999[c0]	dTDP-4-amino-4 6-dideoxy-D-glucose 2-oxoglutarate aminotransferase c0	MMP0351	None	cpd00024[c0] + cpd02616[c0]  <=> cpd00023[c0] + cpd00521[c0] 	2-Oxoglutarate[c0] + dTDP-4-amino-4_6-dideoxy-D-glucose[c0]  <=> L-Glutamate[c0] + dTDP-4-oxo-6-deoxy-D-glucose[c0] 	
rxn01362[c0]	Orotidine-5'-phosphate pyrophosphate phosphoribosyltransferase c0	(MMP0079 or MMP1492)	De Novo Pyrimidine Synthesis	cpd00103[c0] + cpd00247[c0]  -> cpd00012[c0] + cpd00810[c0] 	PRPP[c0] + Orotate[c0]  -> PPi[c0] + Orotidylic_acid[c0] 	
rxn06493[c0]	dihydrolipoylprotein NAD oxidoreductase c0	MMP1332	Glycine and Serine Utilization	cpd00003[c0] + cpd12225[c0]  <=> cpd00067[c0] + cpd00004[c0] + cpd12005[c0] 	NAD[c0] + Dihydrolipolprotein[c0]  <=> H[c0] + NADH[c0] + Lipoylprotein[c0] 	
rxn02402[c0]	Nicotinate-nucleotide pyrophosphate phosphoribosyltransferase c0	MMP0877	NAD/NADP Cofactor Biosynthesis	2 cpd00067[c0] + cpd02333[c0] + cpd00103[c0]  -> cpd00011[c0] + cpd00012[c0] + cpd00873[c0] 	2 H[c0] + Quinolinate[c0] + PRPP[c0]  -> CO2[c0] + PPi[c0] + Nicotinate_ribonucleotide[c0] 	
rxn10224[c0]	anteisopentadecanoyl-phosphatidate cytidylyltransferase c0	MMP1698	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	cpd00052[c0] + cpd15681[c0]  <=> cpd15687[c0] + cpd00012[c0] 	CTP[c0] + 1_2-dianteisopentadecanoyl-sn-glycerol_3-phosphate[c0]  <=> CDP-1_2-dianteisopentadecanoylglycerol[c0] + PPi[c0] 	
rxn10231[c0]	isohexadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase c0	MMP1171	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	cpd00054[c0] + cpd15688[c0]  -> cpd00067[c0] + cpd00046[c0] + cpd15694[c0] 	L-Serine[c0] + CDP-1_2-diisohexadecanoylglycerol[c0]  -> H[c0] + CMP[c0] + Diisohexadecanoylphosphatidylserine[c0] 	
rxn02811[c0]	3-Isopropylmalate hydro-lyase c0	(MMP1149 and MMP0136)	Branched Chain Amino Acid Biosynthesis	cpd02693[c0]  <=> cpd00001[c0] + cpd01710[c0] 	3-Isopropylmalate[c0]  <=> H2O[c0] + 2-Isopropylmaleate[c0] 	
rxn05939[c0]	2-oxoglutarate synthase rev c0	MMP1687 and MMP1316 and MMP0003 and MMP1315	TCA Cycle	cpd00067[c0] + cpd00011[c0] + cpd11620[c0] + cpd00078[c0]  <=> cpd00010[c0] + cpd00024[c0] + cpd11621[c0] 	H[c0] + CO2[c0] + Reducedferredoxin[c0] + Succinyl-CoA[c0]  <=> CoA[c0] + 2-Oxoglutarate[c0] + Oxidizedferredoxin[c0] 	
rxn01019[c0]	Carbamoyl-phosphate L-ornithine carbamoyltransferase c0	MMP0553	Arginine Biosynthesis	cpd00146[c0] + cpd00064[c0]  -> 2 cpd00067[c0] + cpd00009[c0] + cpd00274[c0] 	Carbamoylphosphate[c0] + Ornithine[c0]  -> 2 H[c0] + Phosphate[c0] + Citrulline[c0] 	
rxn00412[c0]	UTP ammonia ligaseADP-forming c0	MMP0893	Pyrimidine Conversions	cpd00001[c0] + cpd00002[c0] + cpd00053[c0] + cpd00062[c0]  -> 2 cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00052[c0] + cpd00023[c0] 	H2O[c0] + ATP[c0] + L-Glutamine[c0] + UTP[c0]  -> 2 H[c0] + Phosphate[c0] + ADP[c0] + CTP[c0] + L-Glutamate[c0] 	
rxn08310[c0]	CDP-diacylglycerol synthetase n-C16 1 c0	MMP1698	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	cpd00052[c0] + cpd15525[c0]  <=> cpd00012[c0] + cpd15418[c0] 	CTP[c0] + 1_2-dihexadec-9-enoyl-sn-glycerol_3-phosphate[c0]  <=> PPi[c0] + CDP-1_2-dihexadec-9-enoylglycerol[c0] 	
rxn03135[c0]	Imidazole-glycerol-3-phosphate synthase c0	((MMP0256 or MMP1082) and (MMP1722 or MMP1083))	Histidine Biosynthesis	cpd00053[c0] + cpd02991[c0]  -> cpd00067[c0] + cpd00023[c0] + cpd02851[c0] + cpd02843[c0] 	L-Glutamine[c0] + phosphoribulosylformimino-AICAR-phosphate[c0]  -> H[c0] + L-Glutamate[c0] + AICAR[c0] + D-erythro-imidazol-glycerol-phosphate[c0] 	
rxn00469[c0]	N2-Acetyl-L-ornithine amidohydrolase c0	MMP1398	Arginine Biosynthesis	cpd00001[c0] + cpd00342[c0]  <=> cpd00029[c0] + cpd00064[c0] 	H2O[c0] + N-Acetylornithine[c0]  <=> Acetate[c0] + Ornithine[c0] 	
rxn12512[c0]	R-4'-Phosphopantothenate L-cysteine ligase c0	(MMP0204 or MMP1606)	Coenzyme A Biosynthesis	cpd00002[c0] + cpd00084[c0] + cpd02201[c0]  -> cpd00012[c0] + cpd02666[c0] + cpd00018[c0] 	ATP[c0] + L-Cysteine[c0] + 4-phosphopantothenate[c0]  -> PPi[c0] + R-4'-Phosphopantothenoyl-L-cysteine[c0] + AMP[c0] 	
rxn00791[c0]	N-5-Phospho-D-ribosylanthranilate pyrophosphate c0	MMP1007	Tryptophan Synthesis	cpd00103[c0] + cpd00093[c0]  -> cpd00012[c0] + cpd02642[c0] 	PRPP[c0] + Anthranilate[c0]  -> PPi[c0] + N-5-phosphoribosyl-anthranilate[c0] 	
rxn08040[c0]	UDP-N-acetylglucosamine undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase c0	MMP1423	Teichoic and Lipoteichoic Acids Biosynthesis	cpd00037[c0] + cpd00286[c0]  <=> cpd00091[c0] + cpd00946[c0] 	UDP-N-acetylglucosamine[c0] + Undecaprenylphosphate[c0]  <=> UMP[c0] + Undecaprenyl_diphospho_N-acetyl-glucosamine[c0] 	
rxn01636[c0]	N2-Acetyl-L-ornithine L-glutamate N-acetyltransferase c0	MMP0897	Arginine Biosynthesis	cpd00023[c0] + cpd00342[c0]  <=> cpd00477[c0] + cpd00064[c0] 	L-Glutamate[c0] + N-Acetylornithine[c0]  <=> N-Acetyl-L-glutamate[c0] + Ornithine[c0] 	
rxn00914[c0]	ATP inosine 5'-phosphotransferase c0	MMP0418	Purine Conversions	cpd00002[c0] + cpd00311[c0]  <=> cpd00008[c0] + cpd00126[c0] 	ATP[c0] + Guanosine[c0]  <=> ADP[c0] + GMP[c0] 	
rxn03843[c0]	Farnesyl diphosphate Isopentenyl diphosphate farnesyl transferase c0	MMP1345	Isoprenoid Biosynthesis	cpd00113[c0] + cpd00350[c0]  -> cpd00012[c0] + cpd08211[c0] 	Isopentenyldiphosphate[c0] + Farnesyldiphosphate[c0]  -> PPi[c0] + trans_trans_cis-Geranylgeranyl_diphosphate[c0] 	
rxn01329[c0]	D-Mannose 6-phosphate 1 6-phosphomutase c0	(MMP1372 or MMP1077)	Mannose Metabolism	cpd00235[c0]  <=> cpd00485[c0] 	D-mannose-6-phosphate[c0]  <=> D-Mannose1-phosphate[c0] 	
rxn04047[c0]	precorrin-3B C17-methyltransferase c0	MMP0953	Coenzyme B12 Biosynthesis	cpd00017[c0] + cpd08369[c0]  <=> cpd00067[c0] + cpd00019[c0] + cpd08370[c0] 	S-Adenosyl-L-methionine[c0] + Cobalt-precorrin_3[c0]  <=> H[c0] + S-Adenosyl-homocysteine[c0] + Cobalt-precorrin_4[c0] 	
rxn05177[c0]	Thiamin-ABC transport c0	((MMP0110 or MMP1518))	Transport	cpd00001[c0] + cpd00002[c0] + cpd00305[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00305[c0] 	H2O[c0] + ATP[c0] + Thiamin[e0]  -> H[c0] + Phosphate[c0] + ADP[c0] + Thiamin[c0] 	
rxn01353[c0]	ATP nucleoside-diphosphate phosphatransferase c0	MMP0283	Purine Conversions; Pyrimidine Conversions	cpd00002[c0] + cpd00295[c0]  <=> cpd00008[c0] + cpd00241[c0] 	ATP[c0] + dGDP[c0]  <=> ADP[c0] + dGTP[c0] 	
rxn00077[c0]	ATP NAD 2'-phosphotransferase c0	MMP1489	NAD/NADP Cofactor Biosynthesis	cpd00003[c0] + cpd00002[c0]  <=> cpd00006[c0] + cpd00008[c0] 	NAD[c0] + ATP[c0]  <=> NADP[c0] + ADP[c0] 	
rxn05667[c0]	Urea transport via facilitate diffusion c0		Transport	cpd00073[e0]  <=> cpd00073[c0] 	Urea[e0]  <=> Urea[c0] 	
rxn09450[c0]	fatty-acid--CoA ligase hexadecenoate peroxisomal c0	MMP0566	Unsaturated Fatty Acid Biosynthesis; Biotin Biosynthesis	cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd15237[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd15238[c0] 	H[c0] + CoA[c0] + ATP[c0] + hexadecenoate[c0]  -> PPi[c0] + AMP[c0] + Hexadecenoyl-CoA[c0] 	
rxn01213[c0]	Dimethylallyl-diphosphate isopentenyl-diphosphate c0	MMP0045	Archaeal Lipids	cpd00113[c0] + cpd00202[c0]  <=> cpd00012[c0] + cpd00283[c0] 	Isopentenyldiphosphate[c0] + DMAPP[c0]  <=> PPi[c0] + Geranyldiphosphate[c0] 	
rxn01917[c0]	ATP N-acetyl-L-glutamate 5-phosphotransferase c0	MMP0063	Arginine Biosynthesis	cpd00067[c0] + cpd00002[c0] + cpd00477[c0]  <=> cpd00008[c0] + cpd02552[c0] 	H[c0] + ATP[c0] + N-Acetyl-L-glutamate[c0]  <=> ADP[c0] + n-acetylglutamyl-phosphate[c0] 	
rxn01100[c0]	ATP 3-phospho-D-glycerate 1-phosphotransferase c0	MMP1532	Glycolysis and Gluconeogenesis	cpd00067[c0] + cpd00002[c0] + cpd00169[c0]  <=> cpd00008[c0] + cpd00203[c0] 	H[c0] + ATP[c0] + 3-Phosphoglycerate[c0]  <=> ADP[c0] + 1_3-Bisphospho-D-glycerate[c0] 	
rxn02339[c0]	4-Hydroxy-L-glutamate 2-oxoglutarate aminotransferase c0	(MMP1396 or MMP1216 or MMP1072)	Amino Acid Biosynthesis	cpd00024[c0] + cpd01974[c0]  <=> cpd00023[c0] + cpd00830[c0] 	2-Oxoglutarate[c0] + 4-Hydroxy-L-glutamate[c0]  <=> L-Glutamate[c0] + 4-Hydroxy-2-oxoglutarate[c0] 	
rxn02175[c0]	ATP pantetheine-4'-phosphate adenylyltransferase c0	MMP1093	Coenzyme A Biosynthesis	cpd00002[c0] + cpd00834[c0]  <=> cpd00012[c0] + cpd00655[c0] 	ATP[c0] + Phosphopantetheine[c0]  <=> PPi[c0] + Dephospho-CoA[c0] 	
rxn00288[c0]	Succinate acceptor oxidoreductase c0	(MMP1277 and MMP1067)	Succinate Dehydrogenase	cpd00106[c0] + cpd00982[c0]  -> cpd00036[c0] + cpd00015[c0] 	Fumarate[c0] + FADH2[c0]  -> Succinate[c0] + FAD[c0] 	
rxn01790[c0]	R-Pantoate NADP 2-oxidoreductase c0	(MMP0672 or MMP0654)	Coenzyme A Biosynthesis; Branched Chain Amino Acid Biosynthesis 	cpd00006[c0] + cpd00408[c0]  <=> cpd00067[c0] + cpd00005[c0] + cpd00712[c0] 	NADP[c0] + Pantoate[c0]  <=> H[c0] + NADPH[c0] + 2-Dehydropantoate[c0] 	
rxn03075[c0]	ATP 4-methyl-5-2-hydroxyethyl-thiazole 2-phosphotransferase c0	MMP1138	Thiamin Biosynthesis	cpd00002[c0] + cpd02636[c0]  <=> cpd00008[c0] + cpd02654[c0] 	ATP[c0] + 4-Methyl-5-2-hydroxyethyl-thiazole[c0]  <=> ADP[c0] + 4-Methyl-5-2-phosphoethyl-thiazole[c0] 	
rxn00747[c0]	D-Glyceraldehyde-3-phosphate ketol-isomerase c0	MMP0687	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	cpd00102[c0]  <=> cpd00095[c0] 	Glyceraldehyde3-phosphate[c0]  <=> Glycerone-phosphate[c0] 	
rxn00707[c0]	ITP cytidine 5'-phosphotransferase c0	MMP0626	Pyrimidine Conversions	cpd00068[c0] + cpd00367[c0]  <=> cpd00046[c0] + cpd00090[c0] 	ITP[c0] + Cytidine[c0]  <=> CMP[c0] + IDP[c0] 	
rxn03108[c0]	ATP 4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase c0	MMP1639	Thiamin Biosynthesis	cpd00002[c0] + cpd02775[c0]  <=> cpd00008[c0] + cpd02894[c0] 	ATP[c0] + 4-Amino-5-phosphomethyl-2-methylpyrimidine[c0]  <=> ADP[c0] + 4-Amino-2-methyl-5-diphosphomethylpyrimidine[c0] 	
rxn03512[c0]	Precorrin 8X 11 12-methylmutase c0	MMP0330	Coenzyme B12 Synthesis	cpd00067[c0] + cpd03835[c0]  <=> cpd03832[c0] 	H[c0] + Precorrin_8[c0]  <=> Hydrogenobyrinate[c0] 	
rxn00237[c0]	ATP nucleoside-diphosphate phosphatransferase c0	MMP0283	Purine Conversions; Pyrimidine Conversions	cpd00002[c0] + cpd00031[c0]  <=> cpd00008[c0] + cpd00038[c0] 	ATP[c0] + GDP[c0]  <=> ADP[c0] + GTP[c0] 	
rxn00420[c0]	L-O-Phosphoserine phosphohydrolase c0	(MMP0542 or MMP0541)	Glycine and Serine Utilization; Serine Biosynthesis	cpd00001[c0] + cpd00738[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00054[c0] 	H2O[c0] + phosphoserine[c0]  -> H[c0] + Phosphate[c0] + L-Serine[c0] 	
rxn00001[c0]	Pyrophosphate phosphohydrolase c0	MMP0219	HPr Catabolite Repression System	cpd00001[c0] + cpd00012[c0]  -> 2 cpd00067[c0] + 2 cpd00009[c0] 	H2O[c0] + PPi[c0]  -> 2 H[c0] + 2 Phosphate[c0] 	
rxn10313[c0]	isopentadecanoyl-lipoteichoic acid synthesis n=24 linked N-acetylglucosamine substituted c0	MMP1423	Teichoic and Lipoteichoic Acids Biosynthesis	24 cpd00037[c0] + cpd15752[c0]  <=> 24 cpd00014[c0] + cpd15770[c0] 	24 UDP-N-acetylglucosamine[c0] + Isopentadecanoyllipoteichoic_acid_n=24__linked__unsubstituted[c0]  <=> 24 UDP[c0] + Isopentadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine[c0] 	
rxn01268[c0]	Prephenate NAD oxidoreductasedecarboxylating c0	MMP1514	Chorismate Synthesis	cpd00003[c0] + cpd00219[c0]  -> cpd00011[c0] + cpd00004[c0] + cpd00868[c0] 	NAD[c0] + Prephenate[c0]  -> CO2[c0] + NADH[c0] + p-hydroxyphenylpyruvate[c0] 	
rxn10220[c0]	isoheptadecanoyl-phosphatidate cytidylyltransferase c0	MMP1698	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	cpd00052[c0] + cpd15677[c0]  <=> cpd00012[c0] + cpd15683[c0] 	CTP[c0] + 1_2-diisoheptadecanoyl-sn-glycerol_3-phosphate[c0]  <=> PPi[c0] + CDP-1_2-diisoheptadecanoylglycerol[c0] 	
rxn00858[c0]	Agmatine amidinohydrolase c0	MMP1585	Polyamine Metabnolism; Arginine and Ornithine Degradation	cpd00001[c0] + cpd00152[c0]  -> cpd00118[c0] + cpd00073[c0] 	H2O[c0] + Agmatine[c0]  -> Putrescine[c0] + Urea[c0] 	
rxn10571[c0]	magnesium transport via ABC system c0		Transport	cpd00001[c0] + cpd00254[e0] + cpd00002[c0]  -> cpd00067[c0] + cpd00254[c0] + cpd00009[c0] + cpd00008[c0] 	H2O[c0] + Mg[e0] + ATP[c0]  -> H[c0] + Mg[c0] + Phosphate[c0] + ADP[c0] 	
rxn05195[c0]	Fe3-ABC transport c0	(MMP0108 and MMP0109 and MMP0110) or (MMP0196 and MMP0197 and MMP0198) or (MMP1181 and MMP1182 and MMP1183)	Transport	cpd00001[c0] + cpd00002[c0] + cpd10516[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd10516[c0] 	H2O[c0] + ATP[c0] + fe3[e0]  -> H[c0] + Phosphate[c0] + ADP[c0] + fe3[c0] 	
rxn00062[c0]	ATP phosphohydrolase protein-secreting c0		Non-Growth Associated Maintenance	cpd00001[c0] + cpd00002[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] 	H2O[c0] + ATP[c0]  -> H[c0] + Phosphate[c0] + ADP[c0] 	
rxn01208[c0]	2-Oxo-4-methyl-3-carboxypentanoate decarboxylation c0		None	cpd00067[c0] + cpd02605[c0]  -> cpd00011[c0] + cpd00200[c0] 	H[c0] + 2-isopropyl-3-oxosuccinate[c0]  -> CO2[c0] + 4MOP[c0] 	
rxn05319[c0]	H2Ot5 c0		Transport	cpd00001[c0]  -> cpd00001[e0] 	H2O[c0]  -> H2O[e0] 	
rxn05467[c0]	CO2 transport via diffusion c0		Transport	cpd00011[e0]  <=> cpd00011[c0] 	CO2[e0]  <=> CO2[c0] 	
rxn03393[c0]	Octaprenyl-hydroxybenzoate decarboxylase c0	(MMP1288 and MMP1552)	Hydroxyaromatic Decarboxylase Family	cpd00067[c0] + cpd03443[c0]  -> cpd00011[c0] + cpd03444[c0] 	H[c0] + 3-Octaprenyl-4-hydroxybenzoate[c0]  -> CO2[c0] + 2-Octaprenylphenol[c0] 	
rxn02832[c0]	O-succinylbenzoate-CoA synthase c0		Menaquinone and Phylloquinone Biosynthesis	cpd00001[c0] + cpd01772[c0]  <=> cpd03451[c0] 	H2O[c0] + Succinylbenzoate[c0]  <=> SHCHC[c0] 	
rxn10052[c0]	adenylate kinase Inorganic triphosphate c0		Purine Conversions	cpd00067[c0] + cpd00018[c0] + cpd00421[c0]  -> cpd00008[c0] + cpd00012[c0] 	H[c0] + AMP[c0] + Triphosphate[c0]  -> ADP[c0] + PPi[c0] 	
rxn05388[c0]	5-methyl-hexanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	MMP1211	Fatty Acid Biosynthesis	cpd00067[c0] + cpd11524[c0] + cpd11492[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11525[c0] 	H[c0] + 5-methyl-hexanoyl-ACP[c0] + Malonyl-acyl-carrierprotein-[c0]  -> CO2[c0] + ACP[c0] + 7-methyl-3-oxo-octanoyl-ACP[c0] 	
rxn05359[c0]	4-methyl-3-oxo-hexanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	MMP1211	Fatty Acid Biosynthesis	cpd00067[c0] + cpd11492[c0] + cpd11495[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11496[c0] 	H[c0] + Malonyl-acyl-carrierprotein-[c0] + 2-methylbutyryl-ACP[c0]  -> CO2[c0] + ACP[c0] + 4-methyl-3-oxo-hexanoyl-ACP[c0] 	
rxn02288[c0]	Uroporphyrinogen-III carboxy-lyase c0	(MMP0830 and MMP1150)	Heme and Siroheme Biosynthesis	4 cpd00067[c0] + cpd00774[c0]  -> 4 cpd00011[c0] + cpd02083[c0] 	4 H[c0] + UroporphyrinogenIII[c0]  -> 4 CO2[c0] + CoproporphyrinogenIII[c0] 	
rxn08766[c0]	beta-ketoacyl-ACP synthase 2 c0	MMP1211	None	cpd00011[c0] + cpd00010[c0] + cpd11488[c0]  -> cpd00067[c0] + cpd00022[c0] + cpd11492[c0] 	CO2[c0] + CoA[c0] + Acetoacetyl-ACP[c0]  -> H[c0] + Acetyl-CoA[c0] + Malonyl-acyl-carrierprotein-[c0] 	
rxn08019[c0]	acyl-acyl-carrier-protein synthetase n-C18 0 c0		None	cpd00067[c0] + cpd00002[c0] + cpd01080[c0] + cpd11493[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd15268[c0] 	H[c0] + ATP[c0] + ocdca[c0] + ACP[c0]  -> PPi[c0] + AMP[c0] + Octadecanoyl-ACP[c0] 	
rxn00737[c0]	L-threonine ammonia-lyase c0		Branched Chain Amino Acid Biosynthesis	cpd00161[c0]  -> cpd00013[c0] + cpd00094[c0] 	L-Threonine[c0]  -> NH3[c0] + 2-Oxobutyrate[c0] 	
rxn05396[c0]	9-methyl-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	MMP1211	Fatty Acid Biosynthesis	cpd00067[c0] + cpd11492[c0] + cpd11532[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11533[c0] 	H[c0] + Malonyl-acyl-carrierprotein-[c0] + 9-methyl-decanoyl-ACP[c0]  -> CO2[c0] + ACP[c0] + 11-methyl-3-oxo-dodecanoyl-ACP[c0] 	
rxn05029[c0]	ATP cobinamide Cobeta-adenosyltransferase c0		Coenzyme B12 Biosynthesis	cpd00002[c0] + cpd11640[c0] + cpd03422[c0]  -> 2 cpd00067[c0] + cpd00421[c0] + cpd03918[c0] 	ATP[c0] + H2[c0] + Cobinamide[c0]  -> 2 H[c0] + Triphosphate[c0] + Adenosyl_cobinamide[c0] 	
rxn10181[c0]	NMN permease c0		Transport	cpd00355[e0]  -> cpd00355[c0] 	Nicotinamide_ribonucleotide[e0]  -> Nicotinamide_ribonucleotide[c0] 	
rxn01675[c0]	dTTP alpha-D-glucose-1-phosphate thymidylyltransferase c0	MMP1076	dTDP-Rhamnose Synthesis	cpd00357[c0] + cpd00089[c0]  -> cpd00012[c0] + cpd00626[c0] 	TTP[c0] + Glucose-1-phosphate[c0]  -> PPi[c0] + dTDPglucose[c0] 	
rxn01644[c0]	L-Aspartate-4-semialdehyde hydro-lyase adding pyruvate and c0	MMP0576	Lysine Biosynthesis DAP Pathway	cpd00346[c0] + cpd00020[c0]  -> cpd00067[c0] + 2 cpd00001[c0] + cpd02120[c0] 	L-Aspartate4-semialdehyde[c0] + Pyruvate[c0]  -> H[c0] + 2 H2O[c0] + Dihydrodipicolinate[c0] 	
